country1	country2	distance
falkland islands	turkey	8425.235143733204
serbia	federated states of micronesia	7889.000930654331
barbados	pitcairn islands	5433.603571000376
togo	federated states of micronesia	10235.073644535181
british indian ocean territory	gibraltar	5765.054564325126
colombia	lithuania	6220.284031056196
bulgaria	paraguay	6952.240922683321
cyprus	sweden	2023.499922640543
juan de nova island	greenland	7184.117963869386
russia	sweden	2644.115537190496
us minor outlying islands	greenland	6478.953994590217
nauru	federated states of micronesia	1098.1502501284122
kyrgyzstan	mongolia	1532.9695056235173
west bank	paraguay	7216.389156735032
montserrat	federated states of micronesia	9659.60610089986
guatemala	singapore	10927.110185299829
san marino	pitcairn islands	9966.800558831445
taiwan	paraguay	12342.537483341328
togo	gibraltar	1986.7722944619286
philippines	aruba	10493.460121046472
macedonia	slovakia	487.47233990682287
samoa	paraguay	7313.034982267938
ghana	svalbard	4899.504324660932
poland	lithuania	320.4569105541223
barbados	jersey	4076.709068272066
azerbaijan	jersey	2456.5813203711436
switzerland	mongolia	4288.781966462288
bonaire	federated states of micronesia	9427.570432384106
guam	ethiopia	7198.250086248608
sierra leone	pitcairn islands	8252.288075042894
trinidad and tobago	gibraltar	3866.0670890927017
fiji	french guiana	8858.80315241579
brunei	lebanon	5404.864597130496
samoa	lithuania	9396.656090465747
south sudan	french guiana	5701.902214317459
qatar	solomon islands	7559.8165662666
belgium	gibraltar	1116.5094497237349
falkland islands	greenland	8600.995685678236
clipperton island	slovakia	7310.57548188744
cayman islands	mongolia	7897.263723437047
seychelles	ethiopia	1496.1706477020466
bahrain	pitcairn islands	12362.229198781812
central african republic	aruba	6178.685775727172
azerbaijan	federated states of micronesia	6746.719399834288
saudi arabia	singapore	4238.958530337289
juan de nova island	mongolia	5830.377959813682
french southern and antarctic lands	singapore	3821.309281048337
maldives	greenland	6485.669595525811
israel	lithuania	1770.972507484651
moldova	solomon islands	8457.346895510453
uruguay	lebanon	7531.005492126456
albania	svalbard	2556.449205243044
clipperton island	jersey	6431.522820165163
peru	paraguay	1489.9206227436575
guadeloupe	pitcairn islands	5421.553273657916
curaçao	afghanistan	8132.635947834559
denmark	paraguay	6738.391073306448
grenada	lebanon	6175.3891197593675
netherlands	gibraltar	1253.5832842861935
san marino	paraguay	6411.589563914522
europa island	aruba	7830.4076787651
georgia	slovakia	1246.8754606085288
brazil	bassas da india	6264.765931204871
isle of man	singapore	6870.7367797106235
grenada	bassas da india	7243.387343190304
martinique	lithuania	5189.211008287228
bermuda	paraguay	3848.6193226354053
malawi	pitcairn islands	9564.812703503876
russia	singapore	4056.258996155009
mali	paraguay	4575.116930341304
hungary	afghanistan	2576.0311316229263
ashmore and cartier islands	lebanon	6552.639743419384
barbados	mongolia	8236.763033667263
iran	jersey	3047.4318045946698
papua new guinea	sweden	7867.849658341195
gabon	aruba	5674.911481693318
united kingdom	jersey	340.1997645341046
gabon	sweden	4356.22649711193
suriname	federated states of micronesia	10406.661992827016
mexico	solomon islands	7003.303606989662
czech republic	paraguay	6711.345323057807
oman	paraguay	8305.552650757856
north korea	french guiana	9396.67815981227
liberia	turkey	3558.6643241772613
new caledonia	french guiana	9587.31296781199
switzerland	solomon islands	9246.460439309803
turks and caicos islands	ethiopia	7246.467058695848
eritrea	turkey	1680.7531716336741
saint kitts and nevis	sweden	4768.379287847766
nauru	slovakia	8587.95599348769
eritrea	pitcairn islands	11445.611493231583
tokelau	gibraltar	10376.331677618798
norfolk island	greenland	9289.298384980442
jamaica	solomon islands	8584.123544097878
puerto rico	aruba	459.3780594050313
belize	mongolia	7982.790824253631
curaçao	jersey	4544.824847611503
belarus	lithuania	262.058311365321
guam	turkey	6653.253809352938
north korea	paraguay	11225.993731056393
burundi	pitcairn islands	10054.098901759853
republic of the congo	aruba	5893.943123152805
swaziland	greenland	7577.480952516612
costa rica	afghanistan	8869.309077091553
french polynesia	turkey	10745.99079723912
denmark	ethiopia	3649.545230014102
suriname	turkey	6093.1461761927285
cocos (keeling) islands	sweden	6687.979109929862
glorioso islands	svalbard	6273.896375837101
djibouti	solomon islands	8113.916499138829
hong kong	lebanon	4733.782290446099
french polynesia	afghanistan	10388.219283789942
denmark	turkey	1632.149702519639
guinea	lithuania	3604.8862277783674
brunei	aruba	11219.868057061394
ascension	singapore	7538.91183398264
slovenia	paraguay	6606.1361907293995
macedonia	paraguay	6779.98613398871
latvia	ethiopia	3457.5117841597025
christmas island	singapore	829.8884555155478
western sahara	mongolia	6204.141404580217
south georgia and south sandwich islands	french guiana	4297.723477566502
trinidad and tobago	ethiopia	6716.568116213565
kyrgyzstan	turkey	2106.484916397319
morocco	solomon islands	10485.921108426402
montserrat	ethiopia	6725.752942755539
south korea	solomon islands	3717.4133437056466
qatar	svalbard	3761.535727784972
tunisia	french guiana	4470.721447298497
sierra leone	svalbard	4929.300790599417
libya	aruba	5669.160184907253
samoa	aruba	7227.624840315905
bosnia and herzegovina	bassas da india	4743.23599253087
timor-leste	french guiana	12091.983682124546
angola	turkey	3716.156957885
reunion	svalbard	6992.948056210896
mayotte	paraguay	6685.139452699175
guinea	pitcairn islands	8414.690722067182
republic of the congo	greenland	5579.77067026075
south korea	mongolia	1313.5037465816713
belize	slovakia	6118.83789366549
guam	singapore	2920.069121521904
falkland islands	paraguay	1987.8687392636416
democratic republic of the congo	jersey	3762.186423016998
saint pierre and miquelon	lithuania	3317.6507847141343
haiti	lebanon	6474.664239688291
netherlands	federated states of micronesia	8000.3976018142575
kenya	jersey	4087.4593482385803
taiwan	lebanon	5051.9608507123
malawi	bassas da india	663.3526382090655
saudi arabia	sweden	2910.8589199627786
kenya	aruba	7413.510689673951
liberia	lebanon	3452.455733024461
mauritius	french guiana	7647.163723662765
argentina	sweden	7931.994570322576
french southern and antarctic lands	pitcairn islands	7609.617187780708
british indian ocean territory	jersey	5827.259606186908
kosovo	gibraltar	1469.58140905664
spain	slovakia	1299.308161138931
mayotte	pitcairn islands	9798.796247840146
macedonia	jersey	1266.895087020026
south korea	bassas da india	6980.0342055628225
tajikistan	federated states of micronesia	5518.1680104614115
azerbaijan	french guiana	6586.816994582464
montenegro	slovakia	426.1842008882929
bangladesh	gibraltar	5537.920682570578
colombia	svalbard	5976.780829504179
ghana	lithuania	3605.7609366561596
saint lucia	mongolia	8207.74245628855
belgium	bassas da india	5443.976271044844
marshall islands	greenland	6638.823015773355
juan de nova island	paraguay	6412.469223118982
papua new guinea	singapore	3023.332173167861
anguilla	gibraltar	3699.185905864195
tanzania	solomon islands	8458.618876730683
south africa	afghanistan	5078.141682651908
south sudan	lebanon	1823.2226670124385
portugal	lebanon	2436.4043787831665
mauritania	slovakia	2638.620853610459
india	aruba	9260.890248741109
us minor outlying islands	jersey	8442.931809443551
ukraine	sweden	1110.504546798505
indonesia	federated states of micronesia	2313.731436756721
comoros	aruba	8009.156300664441
hong kong	paraguay	11934.389990202175
tokelau	lithuania	9078.586577038155
israel	mongolia	3788.40289642539
moldova	turkey	624.2048170000455
armenia	gibraltar	2715.514132202168
bosnia and herzegovina	svalbard	2332.654793232446
new caledonia	pitcairn islands	4056.173043898991
republic of the congo	solomon islands	9880.049600405575
equatorial guinea	singapore	6477.406960637354
haiti	singapore	11006.333095420803
finland	bassas da india	5947.804140404009
republic of the congo	singapore	6137.162491300025
united arab emirates	mongolia	3193.1671517370496
brunei	greenland	7030.955963815118
equatorial guinea	svalbard	5263.958897496397
moldova	mongolia	3465.4178020752
united arab emirates	pitcairn islands	12168.75615866461
sierra leone	paraguay	3822.16017043698
nepal	french guiana	8822.695417147095
colombia	jersey	5107.580582946263
comoros	federated states of micronesia	7488.045585532323
guam	aruba	9459.692707018063
macedonia	federated states of micronesia	7929.847721937013
fiji	pitcairn islands	3351.723902879747
maldives	sweden	5021.805460841852
philippines	afghanistan	3771.544292279057
belgium	lithuania	893.485325441112
mozambique	mongolia	6216.944524521986
guinea	solomon islands	11659.167036926194
canada	gibraltar	4117.721397276164
egypt	bassas da india	3407.593071119998
barbados	french guiana	774.538551764907
south sudan	turkey	2167.5349809933314
moldova	afghanistan	2157.5676585216756
glorioso islands	lebanon	3222.181291426097
united states	solomon islands	7229.76982404195
turks and caicos islands	lithuania	5191.724092667598
nicaragua	greenland	4472.560071562266
peru	solomon islands	8454.063609679966
united arab emirates	afghanistan	956.60906988154
germany	bassas da india	5339.8077663283
south africa	federated states of micronesia	8527.038037670707
uganda	lithuania	3764.5987425094013
samoa	greenland	7971.026922455722
philippines	ethiopia	5693.645071074424
djibouti	lithuania	3231.4637855502124
taiwan	ethiopia	5554.74270753499
ashmore and cartier islands	sweden	7566.798945613845
canada	lebanon	5400.350058376418
germany	lithuania	631.6119077762065
democratic republic of the congo	turkey	2770.721223414588
guernsey	paraguay	6062.984569317381
chad	paraguay	5825.924583740737
equatorial guinea	jersey	3340.0940044058775
switzerland	afghanistan	3140.8906939735693
mauritania	lithuania	3100.482605467791
macau	french guiana	10414.058434322778
bulgaria	solomon islands	8756.024471563036
west bank	afghanistan	1791.1917785579205
north korea	gibraltar	6367.89768626063
denmark	singapore	6286.786024727201
cayman islands	aruba	859.1036772902962
tunisia	aruba	5111.685591795303
faroe islands	slovakia	1372.855539177883
switzerland	federated states of micronesia	8227.062226820495
maldives	slovakia	4440.551799675281
moldova	federated states of micronesia	7450.713024556888
switzerland	jersey	490.7707320109443
india	federated states of micronesia	5127.483793448929
hong kong	ethiopia	5128.530993092073
west bank	aruba	6632.7224284888325
uruguay	bassas da india	5736.89349283064
costa rica	bassas da india	8629.484086036156
turks and caicos islands	jersey	4176.60004576442
malawi	turkey	3631.947872948377
nicaragua	jersey	5221.441962158548
bermuda	pitcairn islands	5851.21588514233
west bank	solomon islands	8482.80033616505
liberia	gibraltar	2064.2456817518696
moldova	french guiana	5639.53452061289
macedonia	french guiana	5263.415625184087
sint maarten	bassas da india	7460.734652668022
tajikistan	turkey	1924.0036908410952
uzbekistan	pitcairn islands	11037.47176780738
saint vincent and the grenadines	french guiana	840.8787507389837
sao tome and principe	aruba	5324.3826171305545
qatar	sweden	3025.8264809763946
turks and caicos islands	federated states of micronesia	8957.693362539792
algeria	french guiana	4029.0079502739914
albania	federated states of micronesia	8048.03551326888
georgia	singapore	4657.930788349527
british virgin islands	lithuania	5107.536786897398
macedonia	sweden	1423.0179679887826
ireland	gibraltar	1172.443491590284
cape verde	ethiopia	4212.672780491598
mexico	jersey	5450.932307669985
palau	paraguay	11016.671888727597
tuvalu	greenland	7733.718869587602
saudi arabia	gibraltar	3057.5262596144166
cayman islands	french guiana	2149.964117289416
israel	federated states of micronesia	7605.9735309298385
tromelin island	pitcairn islands	9592.253248455852
united arab emirates	lithuania	2679.1141681194963
bahrain	solomon islands	7606.176697651985
russia	federated states of micronesia	4666.127449497137
oman	bassas da india	3154.651113668348
nicaragua	ethiopia	8264.762458702968
haiti	solomon islands	8912.64883752927
ashmore and cartier islands	greenland	8262.021854310493
vanuatu	singapore	4473.150688647634
ashmore and cartier islands	solomon islands	2442.510206781537
bolivia	french guiana	1666.119739081062
comoros	sweden	5363.297047632499
liberia	solomon islands	11641.82050808195
poland	french guiana	5281.205405663127
burkina faso	slovakia	2753.8520317166426
cameroon	aruba	5589.019436717433
kuwait	singapore	4156.22136184354
new caledonia	greenland	8805.936987686726
mozambique	bassas da india	375.69638108176406
saudi arabia	turkey	1135.2146444999335
laos	aruba	10301.674079863333
algeria	jersey	1490.8657724402306
portugal	pitcairn islands	8972.42368457569
norway	lebanon	2251.3059413455558
wallis and futuna	afghanistan	8318.42968724223
pakistan	bassas da india	4083.5159093423317
colombia	gibraltar	4758.550538641463
armenia	bassas da india	4257.207612083342
russia	aruba	7396.571053992409
american samoa	mongolia	6692.286215829749
south sudan	svalbard	4849.694860601012
serbia	bassas da india	4672.438945087541
belgium	singapore	6571.099719114743
west bank	jersey	2275.09366731814
south georgia and south sandwich islands	singapore	7966.156353444453
central african republic	jersey	3211.752327606145
martinique	french guiana	916.3569686497392
vanuatu	mongolia	5761.27934415482
bonaire	gibraltar	4217.348250191154
haiti	jersey	4349.676465448879
madagascar	lithuania	5420.659737884839
china	lebanon	3858.89484122504
malawi	mongolia	6012.508191472912
cuba	jersey	4520.206300539299
guernsey	pitcairn islands	9190.704220687529
mauritius	sweden	6147.630656877048
south sudan	gibraltar	2953.2927990549233
chile	lithuania	8096.071034152656
iran	greenland	4189.937740047813
vatican city	mongolia	4337.733270163049
tanzania	svalbard	5831.865872733126
malta	aruba	5404.6048522046285
peru	sweden	6860.1039018041565
american samoa	solomon islands	2144.272747689675
fiji	paraguay	7714.135922211102
glorioso islands	gibraltar	4751.076972622244
albania	gibraltar	1404.7253528522594
cocos (keeling) islands	mongolia	4039.491616150311
mayotte	bassas da india	694.032723713297
glorioso islands	greenland	6916.8546030390025
bolivia	ethiopia	7233.898841920424
cuba	bassas da india	8561.333466286638
cape verde	svalbard	4531.319513931167
saint lucia	lebanon	6067.459940099532
uruguay	turkey	7648.931076481207
falkland islands	federated states of micronesia	8746.91352092008
macau	federated states of micronesia	2827.908785249819
mauritius	lithuania	5625.145354144526
bangladesh	paraguay	10412.042216856262
tunisia	slovakia	1147.9969595728444
hong kong	bassas da india	5851.755344132241
samoa	slovakia	9937.473181051375
us minor outlying islands	paraguay	7270.843496179104
bahamas	lebanon	6439.238685171435
albania	greenland	2917.1854487997343
bermuda	aruba	1409.6752664359774
glorioso islands	sweden	5369.94080110968
albania	solomon islands	9047.489937940069
gabon	mongolia	6424.0616720259995
guam	paraguay	10808.443302170013
south sudan	bassas da india	2136.319619594558
belize	french guiana	2587.653644819784
switzerland	slovakia	545.1098260973695
italy	ethiopia	2849.839405999118
libya	french guiana	4850.50037464797
kuwait	solomon islands	7765.400810280863
trinidad and tobago	federated states of micronesia	9912.496391738116
yemen	jersey	3620.3882344001754
eritrea	singapore	4514.139493314243
niue	aruba	7134.125137162923
liberia	lithuania	3878.942223857613
barbados	singapore	10915.92070444868
wallis and futuna	lebanon	9978.987096095361
croatia	slovakia	306.6934547140765
yemen	bassas da india	2604.9024987949415
south korea	lebanon	4946.514595802351
falkland islands	bassas da india	5429.66132106769
west bank	greenland	3835.447609817308
sri lanka	paraguay	9499.495200690451
saint vincent and the grenadines	gibraltar	3792.7862384792857
bulgaria	sweden	1374.7900199278597
guam	sweden	6561.657936215817
laos	jersey	6015.837107632829
bulgaria	singapore	5589.154157881934
gaza strip	french guiana	5919.697498012273
samoa	solomon islands	1994.4743006291956
british virgin islands	gibraltar	3769.6928471607725
falkland islands	solomon islands	7730.34624387822
djibouti	afghanistan	2102.458870946268
fiji	afghanistan	8142.363913511602
trinidad and tobago	bassas da india	7175.181045379253
brazil	jersey	5190.693782967332
pakistan	pitcairn islands	11160.974241118043
mozambique	solomon islands	8210.800816089339
wallis and futuna	federated states of micronesia	2521.614799928342
bonaire	sweden	5256.79130610329
greece	solomon islands	9021.737259596799
thailand	french guiana	10170.002081944313
kenya	svalbard	5361.466385405201
sri lanka	sweden	5024.083351316864
georgia	french guiana	6365.864084908807
martinique	afghanistan	7635.523116286653
djibouti	jersey	3638.2358555030423
saint lucia	ethiopia	6680.395264502543
british virgin islands	aruba	551.524404701654
vatican city	federated states of micronesia	8318.85158413263
bahrain	ethiopia	1490.4512753847876
tokelau	pitcairn islands	2951.0316735215183
republic of the congo	afghanistan	4061.8490922670735
mauritania	lebanon	3068.0642982330774
curaçao	paraguay	2540.8343118656226
hungary	ethiopia	2896.3105385457097
egypt	gibraltar	2161.178323969071
vietnam	greenland	6164.6869639104425
somalia	slovakia	3387.379527130927
south africa	gibraltar	5001.83139634657
bermuda	federated states of micronesia	8905.434784309964
papua new guinea	solomon islands	834.3946716542922
samoa	sweden	9087.763901214696
ukraine	solomon islands	8273.012943471156
djibouti	federated states of micronesia	7459.852872078418
new caledonia	ethiopia	8825.057044850571
moldova	slovakia	455.0853431068539
cameroon	solomon islands	10170.083931669249
uruguay	french guiana	2563.9818513421174
ecuador	aruba	1127.3355993530104
gaza strip	paraguay	7162.144376665399
qatar	federated states of micronesia	6735.253548068639
gabon	gibraltar	2791.3884056379743
bhutan	lithuania	3766.127195219847
netherlands	ethiopia	3569.7459035823113
taiwan	pitcairn islands	8023.604667654792
thailand	svalbard	5061.738910673141
fiji	lithuania	9482.254443367581
uganda	french guiana	5933.1979507104015
kenya	french guiana	6282.484221897159
comoros	french guiana	6765.509060422521
republic of the congo	bassas da india	2181.1363694387314
norway	aruba	5132.156447856897
uzbekistan	sweden	2425.621073707995
libya	jersey	1964.6963790243935
russia	pitcairn islands	9058.401938946481
fiji	jersey	10279.909984497694
isle of man	gibraltar	1252.3997778173616
bangladesh	slovakia	4114.393745468445
nauru	aruba	8454.946820559355
malawi	lebanon	3272.6378389695683
serbia	solomon islands	8896.389409049407
cape verde	turkey	3869.6387463141214
central african republic	ethiopia	1166.495093355996
azerbaijan	aruba	7022.967934980604
chad	turkey	1922.4193701515358
croatia	federated states of micronesia	8055.872611399542
faroe islands	solomon islands	8638.582371747547
belgium	turkey	1699.080581588885
cocos (keeling) islands	bassas da india	3816.9437019671577
curaçao	lebanon	6577.28611222595
switzerland	greenland	2295.2461980563303
cayman islands	svalbard	5052.641849788507
denmark	greenland	1789.717657589599
fiji	federated states of micronesia	2380.272795984336
bahrain	jersey	3212.7054562933135
juan de nova island	turkey	3910.031944300522
mayotte	jersey	5161.3083598146695
denmark	french guiana	4966.119250151492
puerto rico	greenland	3863.207169482194
french southern and antarctic lands	lithuania	7285.489247649148
europa island	lithuania	5496.8475607013215
sint maarten	jersey	3978.5452717115572
hungary	lithuania	644.9234365850175
mexico	bassas da india	9991.261736265382
samoa	singapore	5840.050553049294
sint maarten	greenland	3841.9900123518423
guadeloupe	svalbard	5000.020709110965
brazil	svalbard	6682.067198642122
palau	turkey	6440.661377163152
bonaire	slovakia	5485.714476186846
senegal	french guiana	2744.8558269290925
vanuatu	svalbard	8009.783178269834
monaco	lithuania	1118.8026894652828
italy	jersey	839.739155977353
saint vincent and the grenadines	jersey	4153.36423027753
democratic republic of the congo	solomon islands	9221.454091024569
canada	federated states of micronesia	6659.162604169367
united kingdom	bassas da india	5821.072771115882
netherlands	lithuania	772.6923551806656
marshall islands	pitcairn islands	4875.29673859708
estonia	slovakia	760.7071768795078
tuvalu	lithuania	8831.018980742432
samoa	svalbard	7981.253542616981
reunion	paraguay	7028.283534677869
pakistan	ethiopia	2568.03821882615
bahamas	afghanistan	7771.004335301572
fiji	sweden	9287.053293970812
jordan	lebanon	196.00521011793617
colombia	aruba	603.4944154181572
south georgia and south sandwich islands	pitcairn islands	5059.27232220882
colombia	singapore	11966.038091185459
angola	lithuania	4743.574014238726
glorioso islands	jersey	5155.941649033298
europa island	lebanon	3892.180708806302
hungary	solomon islands	8823.000734238956
thailand	sweden	5144.1244112342865
turks and caicos islands	mongolia	7751.960550548215
iran	federated states of micronesia	6559.158693278438
burundi	federated states of micronesia	8440.210319234639
saint kitts and nevis	paraguay	2804.7390074016444
heard island and mcdonald islands	singapore	4155.916382091458
north korea	jersey	5538.026622837622
cyprus	gibraltar	2142.7338142621643
united kingdom	aruba	4551.141422070491
algeria	svalbard	3495.9339379263997
mexico	sweden	5627.1213087046235
equatorial guinea	federated states of micronesia	9769.602385677583
mexico	gibraltar	5645.111739226372
western sahara	ethiopia	3583.520809704149
christmas island	solomon islands	3637.1362949121008
faroe islands	jersey	902.941425705506
denmark	federated states of micronesia	7704.81587257192
guernsey	slovakia	985.7533314188893
juan de nova island	singapore	4347.778753736203
north korea	svalbard	3758.4167954547925
georgia	greenland	3352.302277642765
cyprus	federated states of micronesia	7615.477376825164
united states	turkey	6245.434935316145
bonaire	singapore	11352.232234757183
czech republic	greenland	2267.479490405093
hungary	mongolia	3829.9829687456977
brunei	singapore	780.3633904072865
seychelles	paraguay	7579.435803218224
iraq	paraguay	7732.510889278835
bahrain	slovakia	2285.111224835442
gaza strip	ethiopia	1635.282400977472
brazil	lithuania	6372.3561577003275
honduras	solomon islands	7989.808739284925
cayman islands	ethiopia	7853.271181872703
montserrat	slovakia	4980.217010024385
tanzania	sweden	4817.851081652794
ecuador	french guiana	1741.7984316107425
tokelau	paraguay	7445.896830970318
kenya	singapore	4545.304334441876
comoros	afghanistan	3434.489283282106
laos	french guiana	10302.072071363784
san marino	ethiopia	2921.7501888405404
clipperton island	greenland	5104.5349623915545
albania	mongolia	4064.5551278617136
morocco	jersey	1198.8988470278055
nepal	aruba	9140.66985396863
equatorial guinea	lebanon	2760.15257604237
chad	greenland	4589.798828379848
morocco	greenland	3044.0239867009827
algeria	pitcairn islands	9548.0897255067
puerto rico	paraguay	2906.760053956958
israel	turkey	522.3556816669586
juan de nova island	ethiopia	1761.0881855819025
macedonia	svalbard	2499.5045170362123
central african republic	pitcairn islands	10157.142890242098
portugal	svalbard	2777.3424297571437
cocos (keeling) islands	turkey	5313.952854469299
algeria	lebanon	1978.7578549759992
maldives	singapore	2130.018010879437
greece	afghanistan	2469.9324490190124
angola	pitcairn islands	9088.470797686352
norfolk island	afghanistan	7917.535822679959
philippines	solomon islands	2924.6706367016764
macau	jersey	6125.522362277562
switzerland	french guiana	4671.642788803313
senegal	svalbard	4572.51477983708
kyrgyzstan	svalbard	2968.857691604347
jamaica	aruba	639.8661721724991
sierra leone	afghanistan	5177.025968338079
clipperton island	svalbard	6039.102664164069
kosovo	turkey	765.9848796282781
san marino	svalbard	2363.014483531358
ghana	turkey	3134.831966426386
morocco	lithuania	2165.447213508911
cayman islands	slovakia	5659.299315606504
french southern and antarctic lands	solomon islands	5942.477908588457
oman	singapore	3430.5294776999744
grenada	greenland	4234.545845474231
ghana	bassas da india	3481.911310054966
togo	french guiana	3729.845539060012
bosnia and herzegovina	afghanistan	2672.0861579860166
spain	svalbard	2712.85654518279
bahamas	french guiana	2063.103345358988
cuba	aruba	908.4649711257426
timor-leste	jersey	8348.428618643655
clipperton island	aruba	2660.584914443327
tokelau	french guiana	8222.149769485457
thailand	paraguay	10899.203326359418
west bank	pitcairn islands	11437.468836268034
madagascar	mongolia	5822.31279256717
mauritania	pitcairn islands	8504.06330046311
cape verde	slovakia	3325.2711313941627
switzerland	turkey	1456.6757674768483
sint maarten	lithuania	5078.542577306923
djibouti	turkey	1960.3964316263105
british virgin islands	sweden	4755.00598550016
taiwan	slovakia	5481.279925976707
saint pierre and miquelon	turkey	4379.2314662024655
russia	solomon islands	5684.3776801350095
kuwait	svalbard	3459.7221175802324
nauru	greenland	7359.936573665896
saint barthelemy	pitcairn islands	5409.612267490277
bolivia	federated states of micronesia	9800.349937095474
burundi	afghanistan	3448.475445174712
cocos (keeling) islands	slovakia	6275.640738689719
moldova	greenland	2732.5423333099347
turks and caicos islands	bassas da india	8062.234197416446
mauritius	ethiopia	2365.29330861139
cuba	ethiopia	7726.568195634664
montenegro	greenland	2807.7947975378383
mexico	ethiopia	8987.90154170465
guinea	aruba	4049.089541021973
san marino	french guiana	4814.420699090638
cocos (keeling) islands	paraguay	9479.535965170764
us minor outlying islands	french guiana	7495.7814744993475
croatia	paraguay	6585.659811783824
jordan	svalbard	3284.5882897070906
puerto rico	solomon islands	9303.338009977908
laos	ethiopia	4541.668174358245
united kingdom	svalbard	1758.2434147633496
papua new guinea	bassas da india	7166.262905624915
french polynesia	french guiana	6090.202219262202
kuwait	sweden	2686.4924634336403
south africa	solomon islands	8361.459155654926
taiwan	sweden	5255.209551712926
faroe islands	lebanon	2691.864875659005
falkland islands	mongolia	11617.317674068483
mexico	mongolia	7377.674744156309
tunisia	mongolia	4836.3913577550875
tokelau	mongolia	6344.641749585455
clipperton island	mongolia	8007.826967414435
el salvador	jersey	5354.695614919766
china	greenland	4852.817174203111
turks and caicos islands	paraguay	3222.7193571179178
falkland islands	ethiopia	6958.140383932907
czech republic	lebanon	1526.5152242721176
saint vincent and the grenadines	federated states of micronesia	9838.375665814752
kenya	paraguay	6626.741046150822
south korea	turkey	4797.742788340298
somalia	mongolia	4364.121326100502
republic of the congo	slovakia	3442.189421460697
iran	sweden	2666.333890337045
brazil	aruba	1863.2787890111633
equatorial guinea	mongolia	6358.566868942583
belarus	slovakia	476.1422437424379
anguilla	slovakia	4945.298214504306
iran	lithuania	2165.447213508911
ashmore and cartier islands	bassas da india	5504.5944546328155
greece	paraguay	6700.7888203121
bonaire	lithuania	5607.35555864738
macau	turkey	4678.672372648063
saudi arabia	slovakia	2138.656636414856
malawi	federated states of micronesia	8178.3192327945135
south korea	pitcairn islands	7892.149617518937
india	pitcairn islands	10675.434121658907
marshall islands	aruba	8229.909152840071
ecuador	paraguay	1952.3618900094868
christmas island	bassas da india	4417.697426939832
mozambique	greenland	7104.129163064831
angola	ethiopia	1949.1422271701674
netherlands	french guiana	4716.362718671976
ascension	greenland	6281.329336452892
cote d'ivoire	gibraltar	1943.947893770221
yemen	ethiopia	825.1055886094143
thailand	greenland	6149.120761119233
british virgin islands	solomon islands	9431.115973362997
ascension	french guiana	3513.6881197120156
mauritania	svalbard	4144.532929224312
french southern and antarctic lands	ethiopia	3967.1506899178585
estonia	ethiopia	3580.203951542854
cote d'ivoire	lebanon	3149.5478446575767
canada	svalbard	2537.3517599088264
jordan	solomon islands	8448.370944204098
algeria	gibraltar	744.1991836950439
seychelles	solomon islands	7082.381410364039
grenada	french guiana	815.7155977732501
guatemala	pitcairn islands	3880.143542825938
slovenia	lithuania	773.5492128639693
azerbaijan	afghanistan	1144.6349097999575
montenegro	turkey	849.2642307948992
cuba	mongolia	7729.967228089515
canada	sweden	3255.30445902807
swaziland	aruba	7301.789296722851
western sahara	lithuania	2846.4984026150682
ashmore and cartier islands	afghanistan	4908.093986555136
guadeloupe	aruba	617.8938732404138
el salvador	paraguay	3293.558205912594
saint vincent and the grenadines	svalbard	5208.263287419919
united kingdom	turkey	2081.522103055408
tajikistan	bassas da india	4639.299127566644
haiti	paraguay	3060.2166581142774
mozambique	ethiopia	1825.1993048508966
malta	lebanon	1219.0789563273988
french polynesia	gibraltar	9292.820445234072
jamaica	bassas da india	8376.20168014245
germany	french guiana	4880.0004655023895
brunei	mongolia	2925.6313302987323
hong kong	federated states of micronesia	2793.370356826903
western sahara	paraguay	4458.674249940889
christmas island	lithuania	6501.255009965855
greece	singapore	5718.96992221045
vietnam	federated states of micronesia	3089.6135492634007
indonesia	sweden	7007.435569028313
turks and caicos islands	svalbard	4773.828234870758
luxembourg	lebanon	1862.8737573684834
french southern and antarctic lands	paraguay	6693.468733802708
cayman islands	greenland	3967.607022132994
luxembourg	aruba	4944.044294498598
timor-leste	lebanon	6552.531261362899
uganda	jersey	3863.4233868469737
belize	lebanon	7363.20023705026
macau	ethiopia	5089.98281347577
cameroon	gibraltar	2354.289733342872
coral sea islands	mongolia	5242.984876394456
jamaica	sweden	5189.202295710724
mozambique	pitcairn islands	9280.508094300218
mayotte	federated states of micronesia	7427.244354193896
clipperton island	sweden	6623.420295224888
guatemala	lebanon	7518.913463907312
gaza strip	solomon islands	8536.74894398088
somalia	sweden	4218.946218308225
barbados	aruba	704.3206631742596
united kingdom	ethiopia	3935.8919598034745
saint vincent and the grenadines	solomon islands	9686.559576962283
eritrea	lithuania	2942.1562544212475
tuvalu	singapore	5151.569025191236
swaziland	lebanon	4178.2994108210205
coral sea islands	pitcairn islands	5038.227175999
uzbekistan	aruba	7678.871703359128
mauritania	turkey	3070.581539760664
cameroon	afghanistan	3926.2699443137462
ecuador	turkey	7498.913669049417
hong kong	sweden	5156.203853984505
thailand	afghanistan	2463.3872958395323
united arab emirates	gibraltar	3591.2720617397613
sao tome and principe	svalbard	5341.811372238116
iran	bassas da india	3794.132068829607
south africa	bassas da india	1037.3741592190324
chile	svalbard	8255.697015180123
hong kong	slovakia	5280.978204791813
tunisia	singapore	6440.256532430021
moldova	jersey	1433.4700407287542
